连 連 涟
镰 鐮 镰
廉 廉 廉
怜 憐 憐
涟 漣 涟
帘 簾 帘
敛 斂 潋
脸 臉 臉
链 鏈 嗹
恋 戀 戀
炼 煉 煉
练 練 煉
粮 糧 悢
凉 涼 涼
梁 梁 樑
粱 粱 粱
良 良 悢
两 兩 倆
辆 輛 唡
量 量 糧
晾 晾 涼
亮 亮 煷
谅 諒 涼
撩 撩 嫽
聊 聊 窷
僚 僚 獠
疗 療 療
燎 燎 獠
寥 寥 寥
辽 遼 辽
潦 潦 潦
了 了 孒
撂 撂 撂
镣 鐐 镣
廖 廖 漻
料 料 料
列 列 烮
裂 裂 煭
烈 烈 烮
劣 劣 挘
猎 獵 獵
琳 琳 啉
林 林 啉
磷 磷 潾
霖 霖 霖
临 臨 臨
邻 鄰 鄰
鳞 鱗 潾
淋 淋 啉
凛 凜 凛
赁 賃 賃
吝 吝 悋
拎 拎 柃
玲 玲 玪
菱 菱 夌
零 零 蕶
龄 齡 齡
铃 鈴 玪
伶 伶 伶
羚 羚 玪
凌 淩 夌
灵 靈 靈
陵 陵 夌
岭 嶺 玪
领 領 領
另 另 叧
令 令 泠
溜 溜 媹
琉 琉 琉
榴 榴 媹
硫 硫 硫
馏 餾 馏
留 留 畱
刘 劉 嚠
瘤 瘤 媹
流 流 蓅
柳 柳 栁
六 六 陸
龙 龍 瀧
聋 聾 聾
咙 嚨 茏
笼 籠 茏
窿 窿 窿
隆 隆 湰
垄 壟 泷
拢 攏 泷
陇 隴 茏
楼 樓 溇
娄 婁 溇
搂 摟 嵝
篓 簍 溇
漏 漏 屚
陋 陋 陋
芦 蘆 廬
卢 盧 盧
颅 顱 颅
庐 廬 廬
炉 爐 爐
掳 擄 掳
卤 鹵 卤
虏 虜 虏
鲁 魯 噜
麓 麓 麓
碌 碌 碌
露 露 蕗
路 路 蕗
赂 賂 赂
鹿 鹿 蔍
潞 潞 潞
禄 祿 禄
录 錄 淥
陆 陸 陸
戮 戮 戮
驴 驢 馿
吕 呂 焒
铝 鋁 焒
侣 侶 佀
旅 旅 膂
履 履 履
屡 屢 屢
缕 縷 缕
虑 慮 慮
氯 氯 氯
律 律 侓
率 率 卛
滤 濾 慮
绿 綠 淥
峦 巒 欒
挛 攣 孌
孪 孿 孿
滦 灤 滦
卵 卵 卵
乱 亂 亂
掠 掠 稤
略 略 畧
抡 掄 囵
轮 輪 囵
伦 倫 囵
仑 侖 仑
沦 淪 囵
纶 綸 纶
论 論 囵
萝 蘿 囉
螺 螺 螺
罗 羅 囉
逻 邏 羅
锣 鑼 囉
箩 籮 儸
骡 騾 骡
裸 裸 裸
落 落 落
洛 洛 詻
骆 駱 詻
络 絡 絡
妈 媽 媽
麻 麻 嫲
玛 瑪 犸
码 碼 犸
蚂 螞 犸
马 馬 骉
骂 罵 罵
嘛 嘛 嫲
吗 嗎 嬤
埋 埋 埋
买 買 荬
麦 麥 麥
卖 賣 賣
迈 邁 邁
脉 脈 霡
瞒 瞞 慲
馒 饅 獌
蛮 蠻 蠻
满 滿 慲
蔓 蔓 嫚
曼 曼 嫚
慢 慢 嫚
漫 漫 嫚
谩 謾 谩
芒 芒 笀
茫 茫 汒
盲 盲 吂
氓 氓 氓
忙 忙 杧
莽 莽 漭
猫 貓 貓
茅 茅 罞
锚 錨 锚
毛 毛 毝
矛 矛 罞
铆 鉚 铆
卯 卯 茆
茂 茂 茂
冒 冒 萺
帽 帽 萺
貌 貌 邈
贸 貿 貿
么 麽 庅
玫 玫 坆
枚 枚 枚
梅 梅 烸
酶 酶 酶
霉 黴 苺
煤 煤 湈
没 沒 莈
眉 眉 葿
媒 媒 媒
镁 鎂 镁
每 每 烸
美 美 羙
昧 昧 昧
寐 寐 寐
妹 妹 妺
媚 媚 媚
门 門 閄
闷 悶 悶
们 們 們
萌 萌 萠
蒙 蒙 懞
檬 檬 檬
盟 盟 擝
锰 錳 锰
猛 猛 掹
梦 夢 夢
孟 孟 掹
眯 眯 侎
醚 醚 醚
靡 靡 靡
糜 糜 糜
迷 迷 洣
谜 謎 洣
弥 彌 弥
米 米 洣
秘 秘 秘
觅 覓 觅
泌 泌 泌
蜜 蜜 滵
密 密 滵
幂 冪 幂
棉 棉 婂
眠 眠 眠
绵 綿 婂
冕 冕 冕
免 免 凂
勉 勉 勉
娩 娩 娩
缅 緬 缅
面 面 媔
苗 苗 媌
描 描 媌
瞄 瞄 媌
藐 藐 邈
秒 秒 仯
渺 渺 緲
庙 廟 庿
妙 妙 仯
蔑 蔑 篾
灭 滅 搣
民 民 姄
抿 抿 抿
皿 皿 皿
敏 敏 勄
悯 憫 悯
闽 閩 閩
明 明 眀
螟 螟 螟
鸣 鳴 嘄
铭 銘 佲
名 名 洺
命 命 掵
谬 謬 繆
摸 摸 嗼
摹 摹 摹
蘑 蘑 嚤
模 模 嗼
膜 膜 嗼
磨 磨 嚤
摩 摩 嚤
魔 魔 嚤
抹 抹 沬
末 末 沬
莫 莫 嗼
墨 墨 嚜
默 默 默
沫 沫 沬
漠 漠 嗼
寞 寞 寞
陌 陌 帞
谋 謀 湈
牟 牟 哞
某 某 湈
拇 拇 拇
牡 牡 牡
亩 畝 畝
姆 姆 姆
母 母 毋
墓 墓 募
暮 暮 暮
幕 幕 募
募 募 募
慕 慕 慕
木 木 朩
目 目 朩
睦 睦 睦
牧 牧 牧
穆 穆 穆
拿 拿 嗱
哪 哪 哪
呐 呐 妠
钠 鈉 妠
那 那 哪
娜 娜 哪
纳 納 妠
氖 氖 氖
乃 乃 釢
奶 奶 艿
耐 耐 恧
奈 奈 柰
南 南 遖
男 男 莮
难 難 難
囊 囊 灢
挠 撓 撓
脑 腦 悩
恼 惱 悩
闹 鬧 閙
淖 淖 淖
呢 呢 迡
馁 餒 浽
内 內 禸
嫩 嫩 嫰
能 能 能
妮 妮 妮
霓 霓 霓
倪 倪 淣
泥 泥 狔
尼 尼 胒
拟 擬 抳
你 妳 沵
匿 匿 嫟
腻 膩 膩
逆 逆 屰
溺 溺 溺
蔫 蔫 蔫
拈 拈 秥
年 年 姩
碾 碾 碾
撵 攆 撵
捻 撚 捻
念 念 淰
娘 娘 娘
酿 釀 酿
鸟 鳥 茑
尿 尿 杘
捏 捏 涅
聂 聶 嗫
孽 孽 糵
啮 齧 啮
镊 鑷 嗫
镍 鎳 镍
涅 涅 涅
您 您 您
柠 檸 柠
狞 獰 狞
凝 凝 凝
宁 甯 苧
拧 擰 拧
泞 濘 泞
牛 牛 犇
扭 扭 沑
钮 鈕 妞
纽 紐 狃
脓 膿 哝
浓 濃 哝
农 農 哝
弄 弄 挵
奴 奴 伮
努 努 怓
怒 怒 伮
女 女 囡
暖 暖 煖
虐 虐 疟
疟 瘧 疟
挪 挪 挪
懦 懦 穤
糯 糯 穤
诺 諾 喏
哦 哦 呃
欧 歐 瓯
鸥 鷗 瓯
殴 毆 瓯
藕 藕 耦
呕 嘔 嘔
偶 偶 耦
沤 漚 沤
啪 啪 啪
趴 趴 汃
爬 爬 瓟
帕 帕 啪
怕 怕 啪
琶 琶 琶
拍 拍 啪
排 排 棑
牌 牌 簰
徘 徘 棑
湃 湃 湃
派 派 哌
攀 攀 襻
潘 潘 瀋
盘 盤 盤
磐 磐 磐
盼 盼 昐
畔 畔 溿
判 判 叛
叛 叛 判
乓 乓 乓
庞 龐 厐
旁 旁 臱
耪 耪 耪
胖 胖 眫
抛 抛 拋
咆 咆 垉
刨 刨 铇
炮 炮 垉
袍 袍 垉
跑 跑 垉
泡 泡 垉
呸 呸 怌
胚 胚 胚
培 培 掊
裴 裴 裴
赔 賠 婄
陪 陪 婄
配 配 蓜
佩 佩 姵
沛 沛 沛
喷 噴 濆
盆 盆 湓
砰 砰 泙
抨 抨 抨
烹 烹 烹
澎 澎 澎
彭 彭 憉
蓬 蓬 莑
棚 棚 堋
硼 硼 硼
篷 篷 篷
膨 膨 膨
朋 朋 萠
鹏 鵬 鵬
捧 捧 唪
碰 碰 湴
坯 坯 坯
砒 砒 砒
霹 霹 噼
批 批 纰
披 披 怶
劈 劈 噼
琵 琵 琵
毗 毗 毗
啤 啤 啤
脾 脾 裨
疲 疲 疲
皮 皮 怶
匹 匹 苉
痞 痞 痞
僻 僻 僻
屁 屁 庇
譬 譬 譬
篇 篇 萹
偏 偏 媥
片 片 爿
骗 騙 騙
飘 飄 彯
漂 漂 慓
瓢 瓢 瓢
票 票 嘌
撇 撇 潎
瞥 瞥 潎
拼 拼 拚
频 頻 頻
贫 貧 貧
品 品 闆
聘 聘 娉
乒 乒 乒
坪 坪 岼
苹 蘋 泙
萍 萍 泙
平 平 岼
凭 憑 憑
瓶 瓶 甁
评 評 评
屏 屏 屛
坡 坡 岥
泼 潑 秡
颇 頗 櫇
婆 婆 嘙
破 破 岥
魄 魄 魄
迫 迫 廹
粕 粕 粕
剖 剖 剖
扑 撲 圤
铺 鋪 舗
仆 仆 圤
莆 莆 莆
葡 葡 匍
菩 菩 箁
蒲 蒲 蒲
埔 埔 逋
朴 樸 圤
圃 圃 圃
普 普 普
浦 浦 浦
谱 譜 鐠
曝 曝 曝
瀑 瀑 鑤
期 期 剘
欺 欺 剘
栖 棲 栖
戚 戚 嘁
妻 妻 悽
七 七 ⑦
凄 淒 凄
漆 漆 漆
柒 柒 柒
沏 沏 沏
其 其 娸
棋 棋 諆
奇 奇 渏
歧 歧 忮
畦 畦 畦
崎 崎 崎
脐 臍 脐
齐 齊 斉
旗 旗 旗
祈 祈 祈
祁 祁 祁
骑 騎 騏
起 起 起
岂 豈 豈
乞 乞 阣
企 企 佱
启 啓 晵
契 契 契
砌 砌 砌
器 器 噐
气 氣 氣
迄 迄 迄
弃 棄 棄
汽 汽 汽
泣 泣 淇
讫 訖 讫
掐 掐 拤
洽 洽 洽
牵 牽 撁
扦 扡 扦
钎 釺 钎
铅 鉛 鉛
千 千 芉
迁 遷 迁
签 簽 簽
仟 仟 仟
谦 謙 嗛
乾 乾 墘
黔 黔 黔
钱 錢 錢
钳 鉗 钳
前 前 湔
潜 潛 濳
遣 遣 遣
浅 淺 淺
谴 譴 谴
堑 塹 堑
嵌 嵌 嵌
欠 欠 芡
歉 歉 嗛
枪 槍 熗
呛 嗆 濸
腔 腔 腔
羌 羌 羌
墙 牆 嫱
蔷 薔 嫱
强 強 強
抢 搶 熗
橇 橇 橇
锹 鍬 锹
敲 敲 毃
悄 悄 佾
桥 橋 喬
瞧 瞧 趭
乔 喬 喬
侨 僑 喬
巧 巧 巧
鞘 鞘 鞘
撬 撬 毳
翘 翹 趬
峭 峭 峭
俏 俏 佾
窍 竅 竅
切 切 苆
茄 茄 苆
且 且 苴
怯 怯 愜
窃 竊 苆
钦 欽 钦
侵 侵 埐
亲 親 儭
秦 秦 蓁
琴 琴 噖
勤 勤 懄
芹 芹 芹
擒 擒 檎
禽 禽 噙
寝 寢 寑
沁 沁 沁
青 青 圊
轻 輕 輕
氢 氫 氢
倾 傾 傾
卿 卿 卿
清 清 凊
擎 擎 擎
晴 晴 啨
氰 氰 氰
情 情 凊
顷 頃 頃
请 請 埥
庆 慶 庆
琼 瓊 琼
穷 窮 窮
秋 秋 偢
丘 丘 坵
邱 邱 邱
球 球 浗
求 求 浗
囚 囚 囚
酋 酋 媨
泅 泅 泅
趋 趨 趋
区 區 岖
蛆 蛆 蛆
曲 曲 浀
躯 軀 軀
屈 屈 屈
驱 驅 駆
渠 渠 渠
取 取 掫
娶 娶 婜
龋 齲 龋
趣 趣 趣
去 去 厾
圈 圈 圜
颧 顴 颧
权 權 權
醛 醛 醛
泉 泉 葲
全 全 洤
痊 痊 痊
拳 拳 拳
犬 犬 吠
券 券 券
劝 勸 勧
缺 缺 蒛
炔 炔 炔
瘸 瘸 瘸
却 卻 卻
鹊 鵲 鹊
榷 榷 榷
确 確 確
雀 雀 雀
裙 裙 峮
群 群 羣
然 然 嘫
燃 燃 嘫
冉 冉 姌
染 染 媣
瓤 瓤 瓤
壤 壤 壤
攘 攘 攘
嚷 嚷 孃
让 讓 讓
饶 饒 隢
扰 擾 擾
绕 繞 隢
惹 惹 惹
热 熱 慹
壬 壬 壬
仁 仁 芢
人 人 亾
忍 忍 涊
韧 韌 韧
任 任 姙
认 認 認
刃 刃 刄
妊 妊 妊
纫 紉 纫
扔 扔 扔
仍 仍 仍
日 日 ㄖ
戎 戎 戎
茸 茸 茸
蓉 蓉 嫆
荣 榮 荣
融 融 瀜
熔 熔 嫆
溶 溶 嫆
容 容 嫆
绒 絨 絨
冗 冗 冗
揉 揉 渘
柔 柔 渘
肉 肉 禸
茹 茹 筎
蠕 蠕 蠕
儒 儒 濡
孺 孺 孺
如 如 洳
辱 辱 媷
乳 乳 乳
汝 汝 肗
入 入 叺
褥 褥 褥
软 軟 軟
阮 阮 朊
蕊 蕊 惢
瑞 瑞 瑞
锐 銳 銳
闰 閏 潤
润 潤 潤
若 若 婼
弱 弱 弜
撒 撒 潵
洒 灑 灑
萨 薩 蕯
腮 腮 腮
鳃 鰓 鳃
塞 塞 噻
赛 賽 噻
三 三 彡
叁 三 叁
伞 傘 傘
散 散 潵
桑 桑 鎟
嗓 嗓 鎟
丧 喪 喪
搔 搔 搔
骚 騷 騒
扫 掃 掃
嫂 嫂 溲
瑟 瑟 瑟
色 色 脃
涩 澀 澀
森 森 潹
僧 僧 僧
莎 莎 莏
砂 砂 唦
杀 殺 摋
刹 刹 閷
沙 沙 乷
纱 紗 纱
傻 傻 傻
啥 啥 倽
煞 煞 繺
筛 篩 篩
晒 曬 曬
珊 珊 姍
苫 苫 苫
杉 杉 杉
山 山 屾
删 刪 剼
煽 煽 煽
衫 衫 釤
闪 閃 閁
陕 陝 陝
擅 擅 擅
赡 贍 赡
膳 膳 膳
善 善 僐
汕 汕 訕
扇 扇 傓
缮 繕 缮
墒 墒 墒
伤 傷 傷
商 商 啇
赏 賞 賞
晌 晌 晌
上 上 仩
尚 尚 尙
裳 裳 裳
梢 梢 哨
捎 捎 哨
稍 稍 哨
烧 燒 燒
芍 芍 芍
勺 勺 汋
韶 韶 韶
少 少 仯
哨 哨 哨
邵 邵 卲
绍 紹 袑
奢 奢 奢
赊 賒 赊
蛇 蛇 虵
舌 舌 舙
舍 舍 舎
赦 赦 赦
摄 攝 摂
射 射 射
慑 懾 慑
涉 涉 渉
社 社 涻
设 設 蔎
砷 砷 砷
申 申 妽
呻 呻 呻
伸 伸 訷
身 身 裑
深 深 堔
娠 娠 娠
绅 紳 訷
神 神 鉮
沈 沈 瀋
审 審 谉
婶 嬸 嬸
甚 甚 卙
肾 腎 腎
慎 慎 慎
渗 滲 椮
声 聲 殸
生 生 泩
甥 甥 甥
牲 牲 狌
升 升 圱
绳 繩 繩
省 省 渻
盛 盛 墭
剩 剩 乗
胜 勝 夝
圣 聖 聖
师 師 溮
失 失 妷
狮 獅 浉
施 施 湤
湿 濕 濕
诗 詩 詩
尸 屍 迉
虱 虱 虱
十 十 拾
石 石 坧
拾 拾 湁
时 時 溡
什 什 什
食 食 喰
蚀 蝕 蚀
实 實 實
识 識 識
史 史 史
矢 矢 矢
使 使 使
屎 屎 屍
驶 駛 馶
始 始 始
式 式 鉽
示 示 沶
士 士 仕
世 世 迣
柿 柿 枾
事 事 倳
拭 拭 拭
誓 誓 誓
逝 逝 迣
势 勢 勢
是 是 湜
嗜 嗜 嗜
噬 噬 噬
适 適 适
仕 仕 仕
侍 侍 侍
释 釋 释
饰 飾 飾
氏 氏 氏
市 市 巿
恃 恃 恃
室 室 厔
视 視 視
试 試 鉽
收 收 荍
手 手 掱
首 首 渞
守 守 垨
寿 壽 壽
授 授 涭
售 售 售
受 受 辤
瘦 瘦 痩
兽 獸 獣
蔬 蔬 蔬
枢 樞 枢
梳 梳 梳
殊 殊 姝
抒 抒 杼
输 輸 瀭
叔 叔 埱
舒 舒 忬
淑 淑 蔋
疏 疏 疏
书 書 書
赎 贖 赎
孰 孰 孰
熟 熟 孰
薯 薯 薯
暑 暑 濐
曙 曙 曙
署 署 署
蜀 蜀 蜀
黍 黍 黍
鼠 鼠 癙
属 屬 屬
术 術 朮
述 述 沭
树 樹 樹
束 束 娕
戍 戍 戍
竖 豎 竪
墅 墅 墅
庶 庶 庶
数 數 薮
漱 漱 漱
恕 恕 恕
刷 刷 唰
耍 耍 耍
摔 摔 摔
衰 衰 缞
甩 甩 甩
帅 帥 帥
栓 栓 拴
拴 拴 拴
霜 霜 灀
双 雙 叒
爽 爽 摤
谁 誰 誰
水 水 渁
睡 睡 腄
税 稅 挩
吮 吮 吮
瞬 瞬 橓
顺 順 順
舜 舜 橓
说 說 説
硕 碩 碩
朔 朔 朔
烁 爍 爍
斯 斯 凘
撕 撕 凘
嘶 嘶 凘
思 思 偲
私 私 俬
司 司 呞
丝 絲 噝
死 死 屍
肆 肆 肆
寺 寺 峙
嗣 嗣 嗣
四 四 ④
伺 伺 伺
似 似 姒
饲 飼 饲
巳 巳 巳
松 松 菘
耸 聳 聳
怂 慫 怂
颂 頌 頌
送 送 鎹
宋 宋 浨
讼 訟 讼
诵 誦 誦
搜 搜 溲
艘 艘 艘
擞 擻 擞
嗽 嗽 嗽
苏 蘇 蘇
酥 酥 酥
俗 俗 俗
素 素 嫊
速 速 趚
粟 粟 粟
僳 僳 僳
塑 塑 愬
溯 溯 溯
宿 宿 蹜
诉 訴 訴
肃 肅 歗
酸 酸 酸
蒜 蒜 祘
算 算 匴
虽 雖 虽
隋 隋 陏
随 隨 隨
绥 綏 浽
髓 髓 髓
碎 碎 誶
岁 歲 嵗
穗 穗 穗
遂 遂 嬘
隧 隧 隧
祟 祟 祟
孙 孫 孫
损 損 損
笋 筍 笋
蓑 蓑 蓑
梭 梭 逡
唆 唆 逡
缩 縮 縮
琐 瑣 鎖
索 索 鎍
锁 鎖 鎻
所 所 葰
塌 塌 禢
他 他 彵
它 它 咜
她 她 咜
塔 塔 嗒
獭 獺 獭
挞 撻 挞
蹋 蹋 蹋
踏 踏 沓
胎 胎 胎
苔 苔 苔
抬 擡 孡
台 台 珆
泰 泰 溙
酞 酞 酞
太 太 忲
态 態 忲
汰 汰 呔
坍 坍 坍
摊 攤 摊
贪 貪 貪
瘫 癱 瘫
滩 灘 滩
坛 壇 墵
檀 檀 檀
痰 痰 痰
潭 潭 憛
谭 譚 谭
谈 談 談
坦 坦 钽
毯 毯 毯
袒 袒 袒
碳 碳 湠
探 探 探
叹 歎 嘆
炭 炭 湠
汤 湯 饧
塘 塘 溏
搪 搪 搪
堂 堂 漟
棠 棠 橖
膛 膛 膛
唐 唐 瑭
糖 糖 溏
倘 倘 倘
躺 躺 躺
淌 淌 淌
趟 趟 趟
烫 燙 烫
掏 掏 匋
涛 濤 濤
滔 滔 瑫
绦 縧 绦
萄 萄 匋
桃 桃 洮
逃 逃 洮
淘 淘 匋
陶 陶 匋
讨 討 討
套 套 套
特 特 特
藤 藤 駦
腾 騰 駦
疼 疼 庝
誊 謄 誊
梯 梯 珶
剔 剔 剔
踢 踢 踢
锑 銻 锑
提 提 諟
题 題 趧
蹄 蹄 渧
啼 啼 渧
体 體 軆
替 替 櫕
嚏 嚏 嚏
惕 惕 惕
涕 涕 珶
剃 剃 珶
屉 屜 屟
天 天 兲
添 添 婖
填 填 瑱
田 田 甶
甜 甜 甛
恬 恬 恬
舔 舔 婖
腆 腆 睓
挑 挑 狣
条 條 條
迢 迢 迢
眺 眺 眺
跳 跳 朓
贴 貼 萜
铁 鐵 鉄
帖 帖 萜
厅 廳 廰
听 聽 厛
烃 烴 烃
汀 汀 汀
廷 廷 侹
停 停 渟
亭 亭 渟
庭 庭 侹
挺 挺 侹
艇 艇 艇
通 通 嗵
桐 桐 秱
酮 酮 酮
瞳 瞳 瞳
同 同 哃
铜 銅 恫
彤 彤 浵
童 童 僮
桶 桶 硧
捅 捅 硧
筒 筒 茼
统 統 統
痛 痛 痌
偷 偷 偸
投 投 投
头 頭 頭
透 透 透
凸 凸 凸
秃 禿 禿
突 突 湥
图 圖 圖
徒 徒 徙
途 途 蒤
涂 塗 凃
屠 屠 廜
土 土 汢
吐 吐 汢
兔 兔 兎
湍 湍 湍
团 團 團
推 推 蓷
颓 頹 颓
腿 腿 蹆
蜕 蛻 蜕
褪 褪 蹆
退 退 蹆
吞 吞 昋
屯 屯 屯
臀 臀 臀
拖 拖 柂
托 托 仛
脱 脫 脫
鸵 鴕 袉
陀 陀 拕
驮 馱 駞
驼 駝 袉
椭 橢 椭
妥 妥 鋖
拓 拓 沰
唾 唾 唾
挖 挖 挖
哇 哇 哇
蛙 蛙 蛙
洼 窪 哇
娃 娃 哇
瓦 瓦 咓
袜 襪 襪
歪 歪 歪
外 外 迯
豌 豌 豌
弯 彎 塆
湾 灣 塆
玩 玩 琓
顽 頑 顽
丸 丸 汍
烷 烷 烷
完 完 唍
碗 碗 涴
挽 挽 梚
晚 晚 脕
皖 皖 皖
惋 惋 惋
宛 宛 宛
婉 婉 啘
万 萬 萭
腕 腕 腕
汪 汪 忹
王 王 迋
亡 亡 匄
枉 枉 忹
网 網 蛧
往 往 暀
旺 旺 忹
望 望 朢
忘 忘 莣
妄 妄 妄
威 威 媙
巍 巍 蘶
微 微 嶶
危 危 佹
韦 韋 韦
违 違 違
桅 桅 桅
围 圍 圍
唯 唯 惟
惟 惟 惟
为 爲 潙
潍 濰 潍
维 維 惟
苇 葦 苇
萎 萎 崣
委 委 逶
伟 偉 偉
伪 僞 沩
尾 尾 屗
纬 緯 纬
未 未 沬
蔚 蔚 墛
味 味 菋
畏 畏 嵔
胃 胃 媦
喂 喂 嵔
魏 魏 蘶
位 位 莅
渭 渭 渭
谓 謂 媦
尉 尉 墛
慰 慰 墛
卫 衛 衞
瘟 瘟 瘟
温 溫 溫
蚊 蚊 螡
文 文 妏
闻 聞 聞
纹 紋 鈫
吻 吻 沕
稳 穩 穏
紊 紊 紊
问 問 問
嗡 嗡 滃
翁 翁 暡
瓮 甕 瓮
挝 撾 挝
蜗 蝸 窩
涡 渦 煱
窝 窩 窉
我 我 莪
斡 斡 斡
卧 臥 臥
握 握 楃
沃 沃 沃
巫 巫 莁
呜 嗚 嗚
钨 鎢 钨
乌 烏 烏
污 汙 汚
诬 誣 莁
屋 屋 偓
无 無 嘸
芜 蕪 蕪
梧 梧 梧
吾 吾 圄
吴 吳 呉
毋 毋 毋
武 武 娬
五 五 伍
捂 捂 圄
午 午 吘
舞 舞 橆
伍 伍 ⑤
侮 侮 侮
坞 塢 坞
戊 戊 戊
雾 霧 霚
晤 晤 晤
物 物 粅
勿 勿 匢
务 務 務
悟 悟 圄
误 誤 誤
昔 昔 厝
熙 熙 凞
析 析 唽
西 西 覀
硒 硒 硒
矽 矽 矽
晰 晰 晰
嘻 嘻 嘻
吸 吸 扱
锡 錫 唶
牺 犧 犠
稀 稀 浠
息 息 息
希 希 唏
悉 悉 悉
膝 膝 膝
夕 夕 汐
惜 惜 厝
熄 熄 熄
烯 烯 烯
溪 溪 渓
汐 汐 汐
犀 犀 犀
檄 檄 檄
袭 襲 袭
席 席 席
习 習 習
媳 媳 媳
喜 喜 禧
铣 銑 铣
洗 洗 冼
系 系 係
隙 隙 隙
戏 戲 戱
细 細 細
瞎 瞎 磍
虾 蝦 虾
匣 匣 匣
霞 霞 葭
辖 轄 轄
暇 暇 叚
峡 峽 浹
侠 俠 浹
狭 狹 浹
下 下 芐
厦 廈 厦
夏 夏 嗄
吓 嚇 圷
掀 掀 锨
锨 鍁 锨
先 先 姺
仙 仙 佡
鲜 鮮 鮮
纤 纖 汘
咸 鹹 咸
贤 賢 賢
衔 銜 銜
舷 舷 舷
闲 閑 娴
涎 涎 涎
弦 弦 妶
嫌 嫌 溓
显 顯 显
险 險 険
现 現 哯
献 獻 獻
县 縣 縣
腺 腺 腺
馅 餡 陥
羡 羨 羨
宪 憲 宪
陷 陷 陥
限 限 限
线 線 線
相 相 楿
厢 廂 厢
镶 鑲 镶
香 香 萫
箱 箱 葙
襄 襄 襄
湘 湘 湘
乡 鄉 芗
翔 翔 翔
祥 祥 祥
详 詳 詳
想 想 想
响 響 姠
享 享 啍
项 項 頙
巷 巷 巷
橡 橡 潒
像 像 潒
向 向 姠
象 象 潒
萧 蕭 簘
硝 硝 硝
霄 霄 霄
削 削 萷
哮 哮 涍
嚣 囂 嚣
销 銷 销
消 消 消
宵 宵 宵
淆 淆 淆
晓 曉 哓
小 小 尒
孝 孝 涍
校 校 校
肖 肖 肖
啸 嘯 啸
笑 笑 笑
效 效 效
楔 楔 楔
些 些 些
歇 歇 歇
蝎 蠍 蝎
鞋 鞋 嚡
协 協 拹
挟 挾 挾
携 攜 携
邪 邪 峫
斜 斜 斜
胁 脅 脅
谐 諧 喈
写 寫 冩
械 械 悈
卸 卸 啣
蟹 蟹 蟹
懈 懈 澥
泄 泄 绁
泻 瀉 瀉
谢 謝 塮
屑 屑 屑
薪 薪 蕲
芯 芯 芯
锌 鋅 锌
欣 欣 俽
辛 辛 厗
新 新 噺
忻 忻 忻
心 心 杺
信 信 信
衅 釁 衅
星 星 暒
腥 腥 睲
猩 猩 睲
惺 惺 瑆
兴 興 興
刑 刑 鉶
型 型 侀
形 形 形
邢 邢 郉
行 行 垳
醒 醒 瑆
幸 幸 圉
杏 杏 莕
性 性 悻
姓 姓 狌
兄 兄 兇
凶 凶 兇
胸 胸 洶
匈 匈 匈
汹 洶 汹
雄 雄 雄
熊 熊 熋
休 休 咻
修 修 俢
羞 羞 饈
朽 朽 朽
嗅 嗅 溴
锈 鏽 琇
秀 秀 莠
袖 袖 袖
绣 繡 绣
墟 墟 歔
戌 戌 戌
需 需 濡
虚 虛 歔
嘘 噓 歔
须 須 湏
徐 徐 俆
许 許 汻
蓄 蓄 蓄
酗 酗 酗
叙 敘 溆
旭 旭 旮
序 序 垿
畜 畜 畜
恤 恤 恤
絮 絮 絮
婿 婿 胥
绪 緒 緒
续 續 續
轩 軒 蓒
喧 喧 媗
宣 宣 媗
悬 懸 悬
旋 旋 嫙
玄 玄 玆
选 選 選
癣 癬 癣
眩 眩 妶
绚 絢 絢
靴 靴 靴
薛 薛 薛
学 學 敩
穴 穴 泬
雪 雪 膤
血 血 洫
勋 勳 勛
熏 熏 熏
循 循 揗
旬 旬 洵
询 詢 咰
寻 尋 浔
驯 馴 紃
巡 巡 廵
殉 殉 咰
汛 汛 卂
训 訓 訓
讯 訊 卂
逊 遜 遜
迅 迅 卂
压 壓 壓
押 押 呷
鸦 鴉 鴉
鸭 鴨 鴨
呀 呀 吖
丫 丫 吖
芽 芽 厊
牙 牙 厊
蚜 蚜 蚜
崖 崖 崖
衙 衙 衙
涯 涯 涯
雅 雅 蕥
哑 啞 啞
亚 亞 亞
讶 訝 冴
焉 焉 漹
咽 咽 咽
阉 閹 阉
烟 煙 煙
淹 淹 殗
盐 鹽 鹽
严 嚴 嚴
研 研 妍
蜒 蜒 蜒
岩 岩 啱
延 延 娫
言 言 訁
颜 顏 顔
阎 閻 閻
炎 炎 烾
沿 沿 沿
奄 奄 奄
掩 掩 殗
眼 眼 眼
衍 衍 衍
演 演 湮
艳 豔 滟
堰 堰 堰
燕 燕 嬿
厌 厭 厭
砚 硯 砚
雁 雁 雁
唁 唁 唁
彦 彥 彦
焰 焰 熖
宴 宴 匽
谚 諺 谚
验 驗 験
殃 殃 殃
央 央 姎
鸯 鴦 鴦
秧 秧 秧
杨 楊 昜
扬 揚 婸
佯 佯 佯
疡 瘍 疡
羊 羊 咩
洋 洋 樣
阳 陽 陽
氧 氧 氧
仰 仰 卬
痒 癢 癢
养 養 養
样 樣 樣
漾 漾 羕
邀 邀 撽
腰 腰 崾
妖 妖 岆
瑶 瑤 愮
摇 搖 愮
尧 堯 尧
遥 遙 滛
窑 窯 窰
谣 謠 愮
姚 姚 烑
咬 咬 吆
